xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,feedbackResp.keys,feedbackResp.corr,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,feedbackResp.rt,secondPracComputedRewardOutput,secondPracLearningStimOnset,secondPracLearningFixOnset,secondPracPresentationRT,secondPracPresentationAcc,secondPracPresentationResp,secondPracEndTrialTimeStamp,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,key_resp_7.keys,key_resp_7.rt,thirdComputedRewardOutput,thirdLearningStimOnset,thirdLearningFixOnset,thirdPresentationRT,thirdPresentationAcc,thirdPresentationResp,thirdEndTrialTimeStamp,fourthComputedRewardOutput,fourthLearningStimOnset,fourthLearningFixOnset,fourthPresentationRT,fourthPresentationAcc,fourthPresentationResp,fourthEndTrialTimeStamp,fifthComputedRewardOutput,fifthLearningStimOnset,fifthLearningFixOnset,fifthPresentationRT,fifthPresentationAcc,fifthPresentationResp,fifthEndTrialTimeStamp,beginningSSD,EndingSSD,key_resp_9.rt,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionResponse.rt,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
,,,m,0,200,,,,,,,,,,2,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.3925151825,stop,diamondwhite.gif,stop,0.5,m,1,0.433573007584,None,0,0.000994920730591,0.515142917633,0.765121936798,75.3933939934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_22_2102,59.9754338752,LearningTask,10,9988,
,,,m,0,200,,,,,,,,,,2,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.3941559792,go,crossblue.gif,go,1.0,m,1,0.517594099045,None,0,0.00126695632935,0.513406991959,,78.3937790394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_22_2102,59.9754338752,LearningTask,10,9988,
,,,z,0,-200,,,,,,,,,,3,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.3945431709,go,triangleorange.gif,go,2.0,z,1,0.60114979744,None,0,0.00177001953125,0.513341903687,,81.3941431046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_22_2102,59.9754338752,LearningTask,10,9988,
,,,z,0,-200,,,,,,,,,,3,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.394906044,go,crossblue.gif,go,1.0,z,1,0.417144060135,None,0,0.00125980377197,0.513969898224,,84.39392519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_22_2102,59.9754338752,LearningTask,10,9988,
,,,z,0,-200,,,,,,,,,,4,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.3943171501,go,triangleorange.gif,go,2.0,z,1,0.400766849518,None,0,0.00113105773926,0.515012979507,,87.395152092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_22_2102,59.9754338752,LearningTask,10,9988,
,,,m,0,200,,,,,,,,,,4,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.3959159851,stop,hexagongreen.gif,stop,1.0,m,1,0.417670965195,None,0,0.00173091888428,0.513422012329,0.763525009155,90.3954310417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_22_2102,59.9754338752,LearningTask,10,9988,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,26.5236940384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_22_2102,59.9754338752,LearningTask,10,9988,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2.51602005959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_22_2102,59.9754338752,LearningTask,10,9988,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384204149246,None,0,2.0,triangleorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,0.51167011261,0.0011351108551,0.384204149246,1,a,122.618956089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_22_2102,59.9754338752,LearningTask,10,9988,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.435257911682,None,0,1.0,hexagongreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.510133981705,0.00121688842773,0.435257911682,1,q,125.618838072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_22_2102,59.9754338752,LearningTask,10,9988,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.45068192482,None,0,0.5,invertedtrianglegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.511666059494,0.00130105018616,0.45068192482,1,w,128.619110107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_22_2102,59.9754338752,LearningTask,10,9988,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.434096097946,None,0,4.0,squarecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.510626077652,0.00130105018616,0.434096097946,1,s,131.619465113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_22_2102,59.9754338752,LearningTask,10,9988,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,1,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.451689958572,None,0,1.0,hexagongreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.511095046997,0.00120306015015,0.451689958572,1,q,134.620079041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_22_2102,59.9754338752,LearningTask,10,9988,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,1,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.417678117752,None,0,0.5,invertedtrianglegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.511665821075,0.0011568069458,0.417678117752,1,w,137.619912148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_22_2102,59.9754338752,LearningTask,10,9988,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384617805481,None,0,1.0,crossblue.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,0.511170864105,0.00121998786926,0.384617805481,1,a,140.620850086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_22_2102,59.9754338752,LearningTask,10,9988,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,3,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.401514053345,None,0,1.0,hexagongreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17,0.511245965958,0.00119805335999,0.401514053345,1,s,143.621558189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_22_2102,59.9754338752,LearningTask,10,9988,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,2,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.718662977219,None,0,0.5,diamondwhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.510694980621,0.00121903419495,0.718662977219,1,q,146.621642113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_22_2102,59.9754338752,LearningTask,10,9988,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,1,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367316961288,None,0,2.0,circleyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,0.511941194534,0.00189304351807,0.367316961288,1,a,149.622141123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_22_2102,59.9754338752,LearningTask,10,9988,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,2,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384027957916,None,0,2.0,circleyellow.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,0.511044979095,0.00127196311951,0.384027957916,1,s,152.622295141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_22_2102,59.9754338752,LearningTask,10,9988,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,2,3,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.634039163589,None,0,4.0,linemagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04,0.511323928833,0.00130796432495,0.634039163589,1,w,155.621935129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_22_2102,59.9754338752,LearningTask,10,9988,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,3,0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.367356061935,None,0,0.5,invertedtrianglegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,0.512626171112,0.00103902816772,0.367356061935,1,q,158.622693062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_22_2102,59.9754338752,LearningTask,10,9988,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,3,1,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.534072875977,None,0,4.0,squarecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21,0.512085914612,0.00112581253052,0.534072875977,1,q,161.623579025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_22_2102,59.9754338752,LearningTask,10,9988,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,3,2,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.467602968216,None,0,1.0,hexagongreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,0.511487960815,0.0012218952179,0.467602968216,1,q,164.624631166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_22_2102,59.9754338752,LearningTask,10,9988,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,3,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.434664011002,None,0,0.5,diamondwhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.5114839077,0.00122690200806,0.434664011002,1,s,167.624916077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_22_2102,59.9754338752,LearningTask,10,9988,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,0,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.517936944962,None,0,0.5,diamondwhite.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.511411905289,0.00124597549438,0.517936944962,1,a,170.624901056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_22_2102,59.9754338752,LearningTask,10,9988,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,4,1,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.417715072632,None,0,0.5,invertedtrianglegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.51182103157,0.00124311447144,0.417715072632,1,q,173.625215054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_22_2102,59.9754338752,LearningTask,10,9988,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,4,2,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.517154932022,None,0,4.0,squarecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79,0.512245893478,0.00129699707031,0.517154932022,1,q,176.626029968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_22_2102,59.9754338752,LearningTask,10,9988,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,3,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.434535980225,None,0,0.5,invertedtrianglegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,0.51170706749,0.00121402740479,0.434535980225,1,a,179.626209974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_22_2102,59.9754338752,LearningTask,10,9988,
