xPos,corrAns,yPos,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,ReDoLoop.thisRepN,ReDoLoop.thisTrialN,ReDoLoop.thisN,ReDoLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,expName,gender (m/f),age,frameRate,session,date,participant,
200,h,-200,,,,,,,,,1,0,4,2,0,0,0,0,None,,,h,1,0.350692033768,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
200,h,-200,,,,,,,,,1,0,4,2,,,,,,,,,,,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
-200,t,200,,,,,,,,,1,1,5,1,0,0,0,0,None,,,t,1,0.384070158005,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
-200,t,200,,,,,,,,,1,1,5,1,,,,,,,,,,,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
200,y,200,,,,,,,,,1,2,6,0,0,0,0,0,None,,,y,1,0.250674009323,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
200,y,200,,,,,,,,,1,2,6,0,,,,,,,,,,,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
-200,g,-200,,,,,,,,,1,3,7,3,0,0,0,0,None,,,g,1,0.501108169556,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
-200,g,-200,,,,,,,,,1,3,7,3,,,,,,,,,,,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
200,y,200,,,,,,,,,2,0,8,0,0,0,0,0,None,,,y,1,0.400974988937,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
200,y,200,,,,,,,,,2,0,8,0,,,,,,,,,,,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
-200,t,200,,,,,,,,,2,1,9,1,0,0,0,0,None,,,t,1,0.367580890656,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
-200,t,200,,,,,,,,,2,1,9,1,,,,,,,,,,,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
-200,g,-200,,,,,,,,,2,2,10,3,0,0,0,0,None,,,g,1,0.53461098671,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
-200,g,-200,,,,,,,,,2,2,10,3,,,,,,,,,,,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
200,h,-200,,,,,,,,,2,3,11,2,0,0,0,0,None,,,h,1,0.384557962418,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
200,h,-200,,,,,,,,,2,3,11,2,,,,,,,,,,,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
